Model,MSE,RMSE,RMSLE,R2
피해연령(시간)_No_Scale,9.259684944152832,3.0429691569306043,0.4257714623930694,0.006993317604064941
피해연령(시간)_MinMax,9.278777313232421,3.046105320781632,0.4258805508843104,0.004945874214172363
피해연령(시간)_ZScore,9.236806201934815,3.039199249341398,0.4262528879969735,0.009446829557418823
피해연령(시간)_Robust,9.277559757232666,3.0459010027743867,0.4262703435052743,0.0050764322280883786
세부분류(도로형태1)_No_Scale,9.23014144897461,3.038106607960816,0.4262191495263437,0.010161590576171876
세부분류(도로형태1)_MinMax,9.233404445648194,3.0386474267305754,0.425916632510212,0.009811651706695557
세부분류(도로형태1)_ZScore,9.247407722473145,3.040945142728772,0.42621247199347045,0.0083099365234375
세부분류(도로형태1)_Robust,9.261726379394531,3.0432968640381173,0.4264495933129913,0.006774419546127319
세부분류(구)_No_Scale,9.261396217346192,3.043245114327195,0.42596871233318856,0.006809812784194946
세부분류(구)_MinMax,9.266796207427978,3.04412835464042,0.42608795808538613,0.006230741739273071
세부분류(구)_ZScore,9.257355880737304,3.0425833485604667,0.4260736579892428,0.007243096828460693
세부분류(구)_Robust,9.221306419372558,3.0366500537432426,0.426426229598475,0.011109042167663574
